REFCODE;GFN2;PM7;PM6
PENOFE;0.1227;0.2509;0.574
PEPCIX;0.2279;1.175;0.2778
PEPTEL;0.1449;1.4892;1.5882
PEPTIP;0.4656;0.7884;0.9927
PEPWAK;0.2963;0.978;0.6235
PEPWEO;0.2992;0.7152;0.4542
PEPWOY;0.2553;0.319;1.0446
PEPXEP;0.2563;0.1655;0.2429
PERMOP;0.2808;0.2622;0.7964
PERWAM;0.2946;0.3718;0.4895
PERZAO01;0.3601;0.4081;0.5021
PERZAO02;0.3728;0.4055;0.516
PERZAO04;0.1255;0.1371;0.3359
PESDUM;0.3794;0.7795;0.8331
PETNAD;0.4451;0.6329;0.6883
PETTIR;0.2191;0.2684;0.6835
PETTOX;0.1766;0.1651;0.3255
PEWRAK;0.4769;0.4066;0.6025
PEXLEL;0.64;0.7041;0.8298
PEZXAV;0.3316;0.6509;0.2607
PFULFE10;0.45;0.2881;0.5924
PGFERR;0.1441;0.6493;0.4302
PGFERR01;0.3728;0.879;0.7619
PIBJOB;0.3936;0.8166;0.6851
PICTAX;0.311;0.4173;0.848
PICTIF;0.2688;0.5183;0.5921
PIFXOT;0.268;0.2082;0.47
PIFXUZ;0.188;0.2341;0.9567
PIGZIO;0.2894;0.3475;0.9606
PIHVAD;0.1648;0.3954;0.8342
PIJRAD;0.0991;0.2834;0.1709
PIJRAD01;0.0978;0.3152;0.1694
PIKPAA;0.1659;0.3592;0.7929
PIKWOX;0.5703;0.4161;0.2872
PILGOG;0.086;0.2247;0.1
PILGUM;0.1084;0.2485;0.1853
PIMREI;1.2045;0.8328;0.3345
PIMSUB;0.3515;0.4083;0.4757
PIPJEF;0.0549;0.2323;0.638
PIRDID;0.2832;0.6701;0.9325
PITMUA;0.5892;0.5392;1.258
PIWBUU;0.5169;1.1848;1.8275
PIXDOQ;0.1146;0.5355;0.458
PIXFUY;0.7076;0.3052;1.3973
PIYPES;0.1614;0.5527;0.3291
PIYYON;0.531;0.4573;0.9668
PIYZAA;0.2394;0.506;0.9791
PMHCFE10;0.1125;0.2212;0.4238
POCBEQ;0.4458;0.6195;0.9134
POCKID;0.9737;1.0589;1.009
POCPEE;0.1776;0.255;0.3403
PODSIM;0.0985;1.0542;0.5391
PODZUF;0.8667;0.9656;1.0621
POFFUM;0.388;0.3162;0.2412
POFSUY01;0.1808;0.7057;0.5423
POFYAL;0.2897;0.3141;0.6663
POGMED;0.4758;0.7506;1.0067
POHBIZ;0.1315;0.1109;0.3393
POHTUB;0.2857;0.4998;1.7174
POJCIC;0.5303;0.7167;1.3456
POJCIC01;0.5455;0.7177;1.4766
POJSEN;0.1065;0.3583;1.0529
POKNAF;0.2629;0.2794;0.9714
POKNOT;0.3978;0.3694;0.4103
POLHAA;0.3084;0.2588;0.3129
POMGUU;0.4797;2.8044;1.5514
POMSIU;0.2114;0.3569;0.5653
POPFEC01;0.6612;1.9721;1.1519
POQHIN01;0.4585;0.4083;0.2569
POQHIN02;0.4847;0.3921;0.2695
POQPIU;0.2459;0.4443;0.4275
POSFER01;0.0528;0.145;0.2873
POTCIK;0.2831;0.5116;0.3816
POTDEJ;0.1447;0.4729;0.6809
POTDEJ01;0.1448;0.4728;0.681
POTGAH;0.5099;0.5777;0.4733
POTNAN;0.0889;0.2375;0.6043
POTNER;0.6006;1.1276;1.192
POTNIV;0.1458;0.6282;0.19
POWFAK;0.2664;0.3845;0.6486
POWQOI;0.7737;0.9124;0.6293
POWVAZ;0.236;1.4635;0.2533
POXCAG;0.3486;0.218;0.5049
POXDAH;0.1407;1.1758;0.8771
POZCAJ;0.6701;0.5779;0.4293
PRACFE;0.6422;0.3978;0.7485
PRNFEA10;0.2346;0.4768;0.8253
PRNFEB;0.133;0.7804;0.8499
PRTPFE;0.1765;0.3733;0.6322
PTFETC;0.2495;0.4317;1.8422
PTFETC01;0.1801;0.3613;1.3315
PTHPFE10;1.1259;2.9476;1.0517
PTUMFC;0.1068;1.066;0.5798
PUBTIP;0.4753;0.5434;0.2896
PUBTOV;0.1036;0.1457;0.1188
PUCFID;0.4214;0.8127;0.9803
PUCHOL;0.2664;0.4671;0.4919
PUCQOT;0.439;0.6234;0.8201
PUDLIJ;0.0639;0.104;0.1174
PUHJUZ;0.4717;0.5043;1.0236
PUHJUZ01;0.1493;0.1326;0.3053
PUHPIR;0.2234;0.14;0.2664
PUHQIS;0.2015;0.7806;1.0607
PUHWIY;0.2735;0.5623;0.6316
PUJNUF;1.5454;1.9027;1.6592
PUJPAN;0.2998;0.9225;0.6489
PUKNAK;0.376;0.1332;0.12
PUKVOG;0.6681;0.3268;0.4887
PUPJUH;0.3667;0.61;1.2059
PUPKAO;0.3882;0.4128;0.7189
PUPKES;0.3745;0.2977;1.0813
PUPKIW;0.1372;0.1791;1.0336
PUQKUI;1.4408;1.267;1.5175
PUQWOO;0.0889;0.3355;0.5938
PUQWOP;0.1219;0.4072;1.108
PUQWUV;0.5611;0.4764;0.9853
PUQXIK;0.1457;0.3765;0.6485
PUQXOQ;0.1594;0.3612;0.689
PURLIZ;0.2733;0.4045;0.4945
PURLOF;0.3532;0.5685;0.5344
PUSJIW;0.2742;0.2631;1.4741
PUTHAP;0.191;0.1813;0.4101
PUTHAP01;0.3281;0.2971;0.4693
PUTHIX;0.1071;0.1736;0.41
PUTKEV;0.2479;0.5263;0.9333
PUTKIZ;0.2354;0.5319;0.4175
PUVDUH;0.3365;0.3272;0.9051
PUVFET;0.2096;0.308;0.6889
PUWDUI;0.3636;0.4335;1.5448
PUWFIY;0.2062;0.2382;0.4653
PUXWUA;0.3526;0.3207;0.339
PUZHIC01;0.0903;1.4001;0.6711
PUZYEO;0.3009;0.7067;0.7965
PVTHFE11;0.1014;0.3952;1.0304
PVVBAY01;0.1435;0.2876;0.4346
PYCXFE;1.219;1.3601;1.4046
PYZTCI;0.1651;0.0844;1.0952
QACVIB;0.1522;0.253;0.3735
QACVOH;0.1502;0.2168;0.2059
QACVUN;0.1694;0.2618;0.6993
QAFLUH;0.2587;0.4231;1.0364
QAFMAO;0.2913;0.2987;0.4873
QAGDIN;0.3668;0.572;1.0083
QAGVOM;0.3996;0.5948;0.4531
QAHGIQ;0.3313;0.4502;0.6772
QAHVIE03;0.9367;0.1809;0.7711
QAHVIE04;0.9431;0.3161;1.0277
QAHVIE06;0.8739;0.1953;0.9129
QAHVIE07;0.9584;0.3292;0.9791
QAHVIE08;0.8794;0.2139;0.9285
QAHVIE11;0.9716;0.2834;1.0803
QAHVIE12;1.0069;0.2968;1.0597
QAHVIE16;0.9561;0.2281;0.9669
QAHVIE17;0.9552;0.2276;0.9639
QAHVIE19;1.0102;0.2987;1.0597
QAHVIE21;0.9705;0.2346;0.9818
QAJWUU;0.2401;0.4858;0.3663
QAKNAS;0.5115;0.4371;1.6901
QALDOZ;0.6479;1.0075;0.9509
QALSIG;0.3756;0.4919;0.8867
QALSOO;0.4509;0.354;0.7941
QAMBEM;0.6064;0.5426;0.9879
QAMDAL;0.1577;0.6803;0.2726
QANZEK;0.4126;0.4874;0.9479
QAPZEM;0.5601;0.6606;0.6123
QAQKUR;0.148;0.668;0.2055
QAQLAY;0.2307;0.2349;1.5034
QARMEB;0.1199;0.5742;0.4146
QARXIS;0.7264;1.1218;1.0351
QASBUH;0.2332;0.426;0.7219
QASCAO;0.1071;0.535;0.7101
QASFOH;0.0772;0.2742;1.1943
QASGEY;0.1439;0.3448;1.0729
QASKUT;0.1193;1.0024;0.198
QASMAB;0.4472;0.6075;0.8627
QATFAS;0.6458;0.2332;0.5827
QATMOO;0.16;0.3945;0.2054
QATQUX;0.3212;0.1692;0.663
QATREI;0.2295;0.3063;0.2967
QATSIQ;0.9673;0.2083;0.9241
QAWMAE;0.1966;0.2286;0.4752
QAXQUD;0.1232;0.1426;0.3533
QAXQUD01;0.1227;0.1477;0.3596
QAXQUD02;0.1313;0.1557;0.3695
QAXQUD03;0.1708;0.1851;0.3979
QAYBAT;0.461;0.7043;0.5907
QAYBAT01;0.4554;0.7027;0.5835
QAYBUN;0.4255;0.8423;0.8091
QAYCUP;0.1692;0.2316;0.5735
QAYHOO;0.4551;0.2603;0.5152
QAYJAC;0.1222;0.8746;0.2575
QAYJAC01;0.1184;0.6049;0.2915
QAYLIM;1.0467;0.3243;0.9315
QAYLUY;0.4117;0.4228;0.1307
QAZDEC;0.1359;0.1607;0.3724
QEBVUR;0.2878;1.1402;0.3873
QEBWAY;0.2787;0.4163;0.4779
QEBWEC;0.2912;0.3964;0.6006
QECXAX;0.2843;0.2414;0.9344
QEDCOR;0.0486;0.3992;0.5271
QEDCUX;0.7943;0.4717;1.1703
QEDSEA;0.486;0.6314;0.5157
QEFDEM;0.5183;0.4639;0.4509
QEFFAK;0.624;0.9042;0.6175
QEFMET;0.6214;0.797;1.0625
QEGHOZ;0.1135;0.2941;0.1304
QEGROK;0.3388;1.6018;1.5961
QEGRUQ;0.3937;1.5567;1.7765
QEGSAX;0.3409;1.6051;2.1397
QEHDIT;0.6389;0.8888;1.2392
QEHYIL;0.116;0.3751;0.9766
QEHYOR;0.1936;0.5648;0.575
QEHZUY;0.7598;1.0375;0.8329
QEJFET;0.2797;0.2976;0.1862
QEJWOR;0.354;1.0482;0.7868
QEJWUX;0.3342;0.5554;0.9729
QEKLEY;0.7925;0.7775;0.8989
QEKXUA;1.1228;0.6748;1.2168
QELGEU;0.4006;0.4318;0.4663
QELZOX;0.5751;0.3148;0.512
QEMVUZ01;0.1438;0.2172;0.4316
QENCOC;0.4655;0.1398;1.108
QEPHUP;0.6064;0.6595;0.6384
QEQFOI;0.4211;0.3342;0.5385
QEQZAO;0.3811;0.4736;1.2455
QERDIB;0.3671;0.4098;0.4837
QERSIQ;0.1046;0.8888;0.1738
QETJAB;0.6965;0.7347;1.055
QETXOC;0.9341;0.9056;0.7397
QEVCEA;0.7652;0.8483;1.4862
QEZDOP;0.1271;0.2809;0.6144
QEZDUV;0.1556;0.1896;0.9031
QEZXEA;0.1517;0.232;1.0254
QEZYOJ;0.8108;0.4637;2.4002
QEZYUP;0.0912;0.0923;0.8966
QIBPEW;0.0917;0.2451;0.2262
QICHUH;0.2663;0.2729;0.8419
QICKIW;0.0906;0.2872;0.4249
QICKOC;0.1199;0.2967;0.4319
QICKOD;0.332;0.4545;1.0688
QICKUI;0.2489;0.288;0.7281
QICLUK;0.1215;0.1903;0.2474
QICYOS;1.3974;1.3172;0.4602
QIDBEM;0.1709;0.4456;0.6889
QIDJET;0.6456;0.4976;0.809
QIDJET01;0.4774;0.3623;0.3084
QIDJIX;0.3775;0.2506;0.2179
QIFBOW;0.6916;0.9276;1.0638
QIGHUJ;0.7149;0.4646;0.7086
QIGLOH;0.0826;0.3697;1.0576
QIGTUX;0.2606;1.1366;0.4083
QIJBUI;0.7817;0.7923;0.911
QIJCAP;0.6355;0.6692;0.8961
QIKPUX;0.3683;1.8273;0.4654
QILTEK;0.3081;0.5698;0.8352
QILTOU;0.2879;0.6046;0.9209
QIMWAM01;0.2972;0.3158;0.6439
QIMWAM03;0.3062;0.3252;0.654
QINZAQ;0.0586;0.0726;0.9111
QINZUK;0.2905;0.3553;0.9367
QIRQUF;0.5706;0.5474;1.2889
QISGAA;0.3015;0.6348;0.9321
QITHUW;0.2993;0.5196;0.6535
QITJIM;0.3221;1.6012;1.5965
QITMEM;0.2694;0.9007;1.5862
QITMIQ;1.1546;1.681;1.6058
QIVQOB;0.5024;0.0986;0.2557
QIVQOC;0.5785;0.4368;0.6517
QIWCII;0.4448;0.4951;1.6091
QIWCOO;0.5531;0.552;0.7528
QIWRET;0.5446;0.8363;0.9289
QIWRET01;0.5446;0.7166;0.9289
QIXCOR;0.2901;0.5737;1.058
QIXCUX;0.3164;0.3458;1.0758
QIXDAE;0.2133;0.4812;1.1437
QIXDEI;0.4128;0.4192;0.5336
QIXDOS;0.514;1.0876;1.3673
QIXDUY;0.4938;1.303;1.2185
QIXJIR;0.5194;1.0252;0.6424
QIXRIY;2.249;1.9732;0.8356
QIYLUG;0.2765;0.3503;0.2993
QIZBAE;0.0918;0.1096;0.3215
QIZFEL;0.2933;0.3238;0.4124
QOBGIZ;0.5022;0.4131;0.6424
QOBSIJ;0.4305;0.3768;0.5425
QOCHEV;1.5266;0.7333;1.3139
QODVAG;0.2741;0.3306;0.2246
QOFROT;0.1371;0.4279;0.4934
QOHROU;0.217;0.2967;0.5798
QOHWEQ;0.2735;0.5791;0.477
QOHZOC;0.3923;0.3746;0.7658
QOHZOC01;0.3092;0.3747;0.7652
QOJYET;0.2966;0.6367;0.8387
QOKKAD;0.3866;0.3573;0.7718
QOKYIY;0.124;0.7505;0.6664
QOKYOE;0.2323;0.694;0.6183
QOLYIB;0.1369;0.3967;0.6761
QOLZAU;0.2765;0.3082;0.6578
QOMDAY01;0.4066;0.1561;0.4847
QOMFUT;0.2044;0.4756;0.6502
QOMGAA;0.2895;0.3603;0.2801
QOMPEP01;0.0928;0.3257;0.1603
QOMQOZ;0.4057;0.7935;0.7313
QOMWEU;0.132;0.2046;0.3825
QONDOO;0.5398;0.5186;0.6662
QOPBIH;0.3793;0.5899;0.3932
QOQQUJ01;0.4301;0.4852;0.7885
QORMIV;0.242;0.7924;0.773
QORMOB;0.2152;1.2653;0.3854
QORNES;0.2561;0.3766;0.4303
QORNOC;0.1965;0.7608;0.7454
QOSFOU;0.5381;1.2377;1.1312
QOSZON;0.5949;4.2176;1.3117
QOSZON01;0.6191;4.3808;1.3116
QOTSID;0.6289;1.0752;1.4497
QOTSOJ;0.612;1.5813;1.2136
QOWDUD;0.4597;0.8669;1.0564
QOWWAB;0.3834;0.4348;0.5212
QOXCUC;0.6216;0.9695;0.7432
QOXKUL;0.4692;0.4605;0.7527
QOYTUV;0.5354;0.6762;0.7024
QOZHAP;0.1571;0.7934;0.8291
QOZQUR;0.1919;0.4076;1.0687
QQQAYM02;0.1761;0.2223;0.3879
QQQAYM03;0.1786;0.2304;0.3913
QQQAYM04;0.1822;0.2355;0.3929
QQQAYM05;0.1858;0.2389;0.3964
QUBCIA;0.3148;0.6814;0.3284
QUCFOK;0.6978;0.6587;1.4699
QUDDID;0.2649;0.6039;1.4798
QUHRIW;0.5057;0.7099;1.3915
QUJLIR;0.5878;1.6276;0.8993
QUJLOX;0.2725;0.7513;0.433
QUJLUD;0.4157;0.8874;0.5039
QUJMAK;0.3409;1.8041;0.3203
QUJMEO;1.0644;1.0423;0.9235
QUJNEO;1.1423;0.51;0.7879
QUKKIQ;0.6353;0.7049;1.6285
QUKKOW;0.1509;0.5513;1.9492
QUKTAS;0.5175;0.5339;0.8818
QUKTEW;0.8973;0.5404;1.4888
QULQIX;0.3881;1.3718;0.6672
QULQUJ;0.1769;0.6333;0.2892
QULRAQ;0.1897;0.3126;0.3339
QULREU;0.2514;0.545;0.3598
QUPPUO;1.0817;0.4217;0.5138
QUQGUE;0.3331;0.587;0.6013
QUQGUG;1.1485;1.3004;1.3939
QUQHAN;1.6215;1.3709;2.2229
QUQJOB;0.3624;0.4942;0.5129
QUQLIY;0.1943;0.1141;0.4034
QUQWUU;0.4593;1.0807;1.2986
QUSGUG;0.5291;0.6668;0.48
QUSHOB;1.7211;2.1453;0.9412
QUSHOB01;0.6876;1.6983;0.9472
QUSJAQ;0.4342;0.4465;1.0145
QUSJAQ01;0.4346;0.448;1.0169
QUSZUB;0.3828;1.0459;1.0634
QUWGUM;0.5735;0.6292;1.5266
QUWTEJ;0.269;0.3373;0.3799
QUXVEL;0.1009;0.1591;0.159
QUXVEL01;0.0927;0.167;0.1526
RACJEM;0.2577;1.7545;0.5791
RACJEM01;1.225;1.0147;0.4183
RACJUC;0.4487;0.1842;0.3022
RACKAJ;0.1029;0.1592;0.3206
RACROF;0.1567;0.1451;0.1937
RACWAU;0.4329;0.2739;0.9154
RADCUW;0.6557;0.7749;1.0925
RADDIL;0.4996;0.5313;0.6201
RADDOR;0.2395;0.2962;0.3569
RADDOR01;0.4097;0.4315;0.479
RADFAF;0.1933;0.1748;0.7415
RADKAL;0.3855;0.5083;0.2301
RADMEP;0.3129;0.412;0.5767
RADXUQ;0.1311;0.3248;0.1956
RADXUS;0.138;0.2478;0.2907
RADYEB;0.2173;1.6625;1.5918
RADYON;0.1812;0.3288;0.2896
RAFCIK;0.1656;0.2052;0.2752
RAFJAK;0.3427;0.4294;0.5323
RAFJEO;0.4326;1.0539;0.4664
RAFJIS;0.3997;0.4939;0.5071
RAFJOY;0.4281;0.5013;1.7814
RAGSOI;0.1866;0.289;0.6292
RAJCOU;0.4483;0.6373;0.6566
RAJFUG;0.1453;0.9551;0.2226
RAJGAN;1.1871;0.5822;0.3512
RAKGAM;0.1245;0.2052;0.1743
RAKQOK01;0.5733;1.7291;0.7157
RALNUO;1.0528;0.3061;0.6045
RALVUV01;0.4564;0.7763;0.9013
RAMFIU;0.7068;0.8521;1.8809
RAMFUG;0.8677;2.4103;1.3281
RAMGAN;0.4591;0.7878;1.3902
RAMXIO;0.4721;0.6318;1.0884
RANGIZ;0.6289;0.4717;1.3049
RANGOF;0.7337;0.6395;1.1912
RANJIA;0.4508;0.5166;0.694
RAPGIB;0.5884;0.4846;0.5207
RAPKOJ;0.2573;0.4798;0.7468
RAPPEE;0.1372;0.2026;0.222
RAPQAB;0.5813;0.3572;1.1583
RAPTOU;0.3662;0.2672;1.6343
RAPTUX;0.3135;1.3766;1.2426
RAQCIX;0.6546;1.3352;1.8776
RAQMOO;0.3038;0.3778;0.315
RAQTUB;0.3934;0.497;2.3041
RARBER;0.0669;0.1524;0.1567
RARNED;0.1753;0.2294;0.2404
RARNUT;6.0721;0.329;0.2256
RASCIZ;0.5477;0.5058;0.3365
RASCIZ01;0.5813;0.5339;0.3261
RASFEX;0.7512;1.5114;1.0715
RASNEF;0.7551;1.4662;1.3587
RASSOV;0.4681;0.7045;0.1616
RASSUB;0.1939;0.5045;0.2133
RATGEA;0.1183;0.2475;0.2766
RATJIG;0.7028;0.4052;1.7199
RATLEE;0.2795;0.3033;0.1472
RAVLAB;0.6829;0.7942;0.5387
RAVSAJ;0.2528;0.2247;0.9639
RAWBIB;0.3107;0.3213;1.5556
RAWBOH;0.3067;0.3879;1.7229
RAWVUG;1.1234;0.4972;0.6674
RAWWET;0.1317;0.678;0.7275
RAXBEY;0.135;0.2942;1.8164
RAXLAE;0.4643;1.5853;2.1707
RAXPUB;0.2294;0.2181;0.997
RAXQAI;0.1724;0.9203;0.6019
RAXVER;0.274;0.3345;0.3476
RAXWUK;0.3118;0.2681;0.4908
RAYTOB01;0.306;0.3107;0.5992
RAYTOB02;0.2982;0.3453;0.5965
RAYWAP;0.4888;1.1529;1.6792
RAZGUU;0.6584;0.5398;0.497
RAZHOQ;0.4872;0.8681;1.0757
RAZSAP;0.1779;0.6501;0.1882
REBDAD;0.1519;0.1971;0.2493
REBDIL;1.5984;0.2471;1.065
REBFAF;0.1559;0.2583;0.2423
RECGIP;0.1194;0.3046;0.5775
REDDIP;0.2356;0.369;2.4386
REDDOV;0.5148;0.4141;1.5454
REDFOX;0.5237;0.5188;1.104
REDHOX;0.1144;0.167;0.1838
REDHOX01;0.1203;0.167;0.184
REDHOX02;0.1118;0.1642;0.152
REDJUG;0.1257;0.5562;0.5192
REFJOB;0.1421;0.2255;0.8332
REFJUH;0.2063;0.3267;1.6392
REGBUA;0.9139;0.7956;1.269
REGROL;0.5031;1.2228;0.5129
REHZEK;0.0714;0.1549;0.6091
REHZEK01;0.074;0.1555;0.6096
REJWAF;0.2894;0.3608;0.4784
REKFOC;0.1339;0.3289;0.3831
RELWAG;0.4762;0.2635;1.5725
REMCIX;0.236;0.4075;0.3027
REMKUP;0.2532;0.0763;1.3595
REMLEA;0.2245;0.2351;1.1941
REMROS;0.3512;0.3416;0.4746
REMRUY;0.5258;0.4783;0.5782
REMSIN;0.2339;0.219;0.3028
REMSOT;0.3533;0.4971;0.6569
REMSUZ;0.3191;0.4235;0.5543
RENGIA;0.3956;0.5841;2.2268
REQFAV;0.1895;0.4285;1.4082
REQKAB;1.5714;2.1213;1.8644
RERLEG;0.3879;0.4084;0.5191
RERLIK;0.3808;0.4685;0.384
RERLOQ;0.155;0.1828;0.4738
RERXIW;0.312;0.8901;0.6696
RESZOF;0.1248;0.3423;0.2961
RESZUL;0.3438;0.2651;1.4269
RETZAS;0.3605;0.3557;0.3074
REWZUO;0.2172;0.1926;0.8349
REYFOR;0.4227;1.0862;0.5189
REYZIG;0.1507;0.4824;0.2197
REZVAV01;0.3167;0.3291;0.3264
RIBQEY01;0.8822;0.9097;1.2116
RICLEU;0.1276;0.3592;0.3354
RIDHUJ;0.5496;0.5764;0.857
RIDJUK;0.1606;0.2052;0.4724
RIFCAM;0.2505;0.3025;0.4325
RIFLIC;0.3391;0.1087;0.357
RIFLOI;0.2279;0.0898;0.3422
RIFZOV;0.6786;0.2238;1.1053
RIGLIC;0.2151;1.4406;0.8616
RILNAD;1.2038;1.3552;2.498
RILPAF;0.1097;0.1532;0.4201
RINZET01;0.2532;0.254;0.6767
RIPMOT;0.1307;0.8058;0.3051
RIPNAH;0.1053;0.7576;0.2262
RIQGAB;0.3413;0.2593;2.1288
RIQHAA;0.2541;0.6682;0.841
RIQZIB;0.3478;0.3902;0.452
RIQZOH;0.2034;0.4582;0.6142
RIRBAW;0.3334;0.5192;0.6216
RIRBOL;0.2653;0.2467;0.7841
RIRPEO;0.3346;0.4789;0.9768
RIRPUD;0.471;0.2914;0.6767
RISJIN;0.077;0.0724;0.5436
RISSES;0.3477;0.384;0.472
RITLEM;0.1477;0.4792;0.4211
RITVIZ;0.253;0.2423;0.2899
RITVOF;0.1379;0.3413;0.4166
RITWAS;0.3283;0.7599;0.3272
RITWEW;0.1401;0.5561;0.7695
RITWOG;0.5012;0.2107;0.2445
RITWUM;0.258;0.4637;0.365
RITXAU;0.3071;0.4539;0.557
RITYEA;0.1489;1.015;1.0095
RITZEB;0.1027;0.1363;0.178
RIVFOS;1.0985;0.4611;0.1974
RIVWEA;0.7837;0.6478;1.3542
RIYPEW;0.2243;0.4793;0.2867
RIYTIC;0.1758;0.1589;0.3601
RIYTIC01;0.1758;0.1589;0.3601
RIYWON;0.1488;0.091;0.3387
RIZBUZ;0.6253;0.412;1.7392
RIZCAG;0.1671;0.3848;1.5623
RIZCEK;0.4312;0.5152;1.2997
RIZXOO;0.2251;0.4054;1.0533
ROBJOH;0.1712;0.327;0.3306
ROCCIV;0.6573;0.2786;0.8744
ROCGOF;0.4335;0.714;1.7151
ROCHUM;0.1056;0.2836;0.3583
ROCJAU;0.1137;0.2268;0.3926
RODHIB;0.625;0.5069;1.0525
RODHOH;0.1072;0.2269;0.3132
RODJAV;0.8918;0.3497;0.3534
RODREI;0.5012;0.349;1.0321
RODSAF;0.4359;0.1479;0.3934
ROGSAH;0.1513;0.2366;0.9809
ROGTAK;0.4226;0.5563;0.5984
ROGTAK01;0.2404;0.3202;0.2639
ROGTUE;0.6465;0.5039;0.9399
ROGVAM;0.4712;1.0186;0.567
ROHQEM;0.4912;0.3417;1.6279
ROJBOI;0.5316;1.316;1.0446
ROJLAD;0.2947;0.3549;0.8768
ROJMIM01;0.2326;0.2704;0.4178
ROJQUC;0.2284;0.4729;0.8779
ROJWAQ;0.0925;0.1451;0.1872
ROJWIX;0.0873;0.1283;0.1151
ROJWOC;0.13;0.2828;0.1543
ROJWUI;0.4044;0.6109;0.2193
ROJWUI01;0.4101;0.4936;0.1608
ROKJAE;0.3739;0.5552;0.4482
ROKMOT;0.2403;0.1976;0.401
ROKXUM;0.0917;1.1662;0.1327
ROLCUQ;0.2834;0.5003;0.8388
ROMHOQ;0.308;0.8814;0.3887
ROMHUW;0.3332;0.6625;0.8978
ROMLAG;0.7544;0.441;0.8839
ROMLEK;0.3572;0.454;1.1096
ROMRUG;0.1486;0.5791;0.2341
ROMSES;0.1257;0.2075;0.1576
ROMZID;0.8398;0.9671;0.5273
RONPIT05;0.4734;0.7063;0.7088
ROPMUG;0.2444;0.2957;0.3341
ROPNIV;0.2579;0.5415;0.2751
ROQCIJ;0.4005;0.669;0.2648
ROQCOP;0.533;0.7246;1.2294
ROQXAY;0.459;0.4955;1.0069
RORKEO;0.4118;0.2149;0.9689
RORKIS;0.2725;0.1945;1.049
RORKOY;0.2533;0.1832;1.3401
RORKUE;0.1561;1.1867;0.7373
ROTBOT;0.2121;0.2262;0.4128
ROVZUZ;0.3125;0.2888;1.0159
ROXGUI;0.4658;0.5091;0.1441
ROXQEC;0.1311;0.6163;0.7068
RRETES01;0.2609;0.4807;1.2167
RUCJEF;0.4306;0.4319;0.7104
RUCZUM;0.9827;0.5247;0.5898
RUDBEY;0.2531;0.4173;0.4692
RUDCEZ;0.3274;0.3558;0.2979
RUDJAD;0.4529;0.3684;1.4978
RUDJUX;0.261;0.5664;0.2715
RUFMAH;0.3268;0.4951;0.8542
RUGYEY;0.2362;0.4594;1.3201
RUHCEE;0.4546;0.7459;0.7445
RUHGUY;0.6077;1.8389;1.2734
RUJRIZ;0.235;0.2241;0.5399
RUJZAZ;0.7284;0.7133;0.7966
RUKHEK;0.8496;0.6192;1.4971
RUKLOY;0.6263;0.5305;0.5733
RUKROE;0.1254;0.5154;0.4607
RUKSIZ;0.454;0.3021;0.2594
RUKSOF;0.5625;0.2551;0.4861
RULNUI;0.4272;0.7573;1.2475
RULTAT;0.4236;0.2414;0.6666
RUMNOE;0.4347;0.9566;1.3489
RUMZOP;0.5673;0.3266;1.0277
RUPMUK;2.4929;1.5575;1.6185
RUQKET;0.2822;0.3997;0.474
RUQYUZ;0.2866;0.4184;0.3543
RURQEA;0.0978;0.1343;0.1563
RUSMOI;0.3973;0.751;0.9161
RUTCEP;0.135;0.6204;0.5821
RUTCOZ;1.4529;0.2197;0.2247
RUTFIW;1.1298;1.7545;1.3023
RUTGOC;0.4215;0.8495;0.9089
RUTYIP;0.5955;0.4445;0.7083
RUVHEV;0.7605;1.1495;0.5664
RUWJOJ;0.5194;0.7428;2.0807
RUWJUP;0.4874;0.5728;2.4962
RUWKAW;0.4567;1.0959;1.1047
RUWKEA;0.5076;1.1653;1.2771
RUWRUW;0.5938;0.1677;0.5174
RUWXOW;0.2977;0.3933;1.297
RUWZUF;0.6274;0.4568;1.0813
RUXFEX;0.3138;0.2963;0.2842
RUXRIN;0.123;0.1192;0.2219
RUXROT;0.288;0.1682;0.3365
RUZLIJ01;0.4642;0.58;0.7614
RUZMAC01;0.488;0.6334;0.8653
RUZNAB;0.6019;0.4846;0.3861
RUZWOA;0.4281;1.2091;0.5222
SABDAB;0.4958;0.4329;1.0687
SABFUW;0.1268;0.4866;0.8859
SACYED;0.2853;0.8715;0.8611
SACYIH;0.8392;0.6317;0.4566
SACYON;0.9468;1.0299;0.9674
SAFFAH;0.6659;0.9268;0.5591
SAFKUH;0.1631;0.8909;1.0017
SAGFUB;0.5174;0.7705;0.8709
SAHPAS;0.8542;1.0704;1.9522
SAJHIX;0.5114;0.4572;0.6506
SAJSIG;0.2874;0.8615;0.6209
SAKLOF;0.1396;0.6527;0.9097
SAKLOF01;1.9505;0.1691;0.9747
SALBIT;0.7626;0.4412;1.4258
SALTUX;0.2114;0.2404;0.5481
SAMTOR;0.8923;0.5868;0.2873
SANLOJ;0.9335;0.809;0.6901
SANRIL;0.4794;0.5257;0.6682
SANWAG;0.2264;0.3337;0.5992
SAPKIG;0.6268;0.7563;0.6116
SAPQIK;0.4583;0.8282;0.8197
SAPYUF;0.2697;0.4479;0.2605
SAQGEY;0.4482;0.1835;0.2346
SARLII;0.5939;1.2955;1.2101
SARPEG;0.1588;0.5012;0.9555
SASLEE;0.2955;0.3055;0.5389
SATFOK;0.3139;0.2608;0.2495
SATFUQ;0.2388;0.4672;0.2521
